holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
'None',264.78,0,0,75,'Haze','haze',1669
'None',295.52,7.54,0,76,'Rain','heavy intensity rain',380
'None',295.86,0.25,0,1,'Rain','light rain',5680
'None',295.01,0,0,1,'Clear','sky is clear',5073
'None',289.96,0.25,0,90,'Rain','light rain',3309
'None',293.39,0.62,0,56,'Rain','light rain',4642
'None',284,0,0,40,'Clouds','scattered clouds',4298
'None',258.51,0,0,75,'Clouds','broken clouds',2859
'None',295.61,0.89,0,0,'Thunderstorm','proximity thunderstorm',3426
'None',300,0.25,0,40,'Rain','light rain',3833
'None',273.04,0,0,1,'Clear','sky is clear',486
'None',283.37,0.25,0,68,'Rain','light rain',5119
'None',284.15,0,0,40,'Clouds','scattered clouds',683
'None',292.56,8.4,0,92,'Thunderstorm','thunderstorm with rain',5144
'None',292.16,0.76,0,56,'Rain','light rain',2521
'None',286.81,0,0,80,'Clouds','broken clouds',947
'None',295.88,5.08,0,75,'Rain','heavy intensity rain',5153
'None',285.6,0.81,0,90,'Mist','mist',1478
'None',292.35,0,0,0,'Mist','mist',6203
'None',296.04,2.1,0,90,'Rain','moderate rain',2903
'None',293.01,0,0,0,'Clear','Sky is Clear',3800
'None',291.24,0,0,1,'Clear','sky is clear',2910
'None',272.32,0.25,0,64,'Rain','light rain',3449
'None',282.52,0,0,75,'Clouds','broken clouds',2568
'None',290.78,1.78,0,1,'Fog','fog',382
'None',271.53,1.27,0,90,'Snow','light snow',3876
'None',280.686,0,0,64,'Clouds','broken clouds',2492
'None',260.17,1.02,0,90,'Rain','moderate rain',3313
'None',269.37,0,0,90,'Clouds','overcast clouds',1227
'None',279.15,0,0,90,'Mist','mist',253
'None',272.76,0.25,0,64,'Rain','light rain',3206
'None',285.67,1.27,0,5,'Rain','moderate rain',5328
'None',278.78,0.89,0,90,'Rain','light rain',1973
'None',300.09,0,0,40,'Clouds','scattered clouds',5367
'None',278.79,0.81,0,1,'Rain','light rain',4559
'None',278.59,1.06,0,90,'Rain','moderate rain',5633
'None',290.01,0.25,0,20,'Rain','light rain',4654
'None',277,5.11,0,90,'Rain','heavy intensity rain',3194
'None',290.28,1.51,0,90,'Mist','mist',4390
'None',290.26,0,0,75,'Clouds','broken clouds',2901
'None',280.89,0,0,1,'Mist','mist',823
'None',300.64,1.02,0,44,'Rain','moderate rain',5306
'None',269.89,0,0,40,'Clouds','scattered clouds',3187
'None',294.57,0.25,0,1,'Mist','mist',316
'None',285.7,0.25,0,92,'Rain','light rain',372
'None',292.84,1.78,0,90,'Thunderstorm','proximity thunderstorm',1752
'None',282.73,0,0,20,'Clouds','few clouds',4701
'None',288.64,0.76,0,90,'Rain','moderate rain',912
'None',274.53,0,0,1,'Clear','sky is clear',6969
'None',293.07,6.48,0,75,'Thunderstorm','proximity thunderstorm',980
'None',297.69,1.02,0,92,'Rain','moderate rain',4270
'None',297.48,0,0,40,'Clouds','scattered clouds',1
'None',280.02,0,0,87,'Mist','mist',399
'None',294.68,3.27,0,75,'Drizzle','drizzle',4335
'None',292.02,27.57,0,90,'Rain','very heavy rain',492
'None',306.37,0,0,0,'Clear','Sky is Clear',5952
'None',274.08,0.38,0,64,'Snow','light snow',2217
'None',260.81,0,0,90,'Snow','light snow',471
'None',288.62,4.74,0,90,'Rain','heavy intensity rain',826
'None',278.16,0.89,0,68,'Rain','moderate rain',341
'None',290.96,0.51,0,88,'Rain','light rain',286
'None',266.43,0,0,90,'Mist','mist',434
'None',287.47,4.21,0,92,'Mist','mist',671
'None',294.06,12.83,0,32,'Rain','heavy intensity rain',4669
'None',294.68,4.38,0,90,'Rain','heavy intensity rain',3039
'Martin Luther King Jr Day',262.54,0,0,90,'Haze','haze',600
'None',294.52,0,0,75,'Clouds','broken clouds',5282
'None',272.54,0,0,90,'Fog','fog',4200
'None',284.37,0,0,90,'Clouds','overcast clouds',3608
'None',270.77,0,0,20,'Clouds','few clouds',6428
'None',286.86,1.02,0,90,'Rain','moderate rain',5922
'None',296.21,0,0,75,'Clouds','broken clouds',5163
'None',292.18,0.28,0,40,'Drizzle','light intensity drizzle',323
'None',291.12,1.96,0,44,'Rain','moderate rain',2943
'None',273.53,0.9,0,90,'Snow','light snow',5418
'None',289.26,3.18,0,80,'Rain','moderate rain',2966
'None',288.76,6.6,0,90,'Mist','mist',5902
'None',272.32,0.25,0,64,'Mist','mist',2652
'None',272.07,0,0,90,'Snow','snow',4400
'None',287.37,3.39,0,56,'Rain','moderate rain',6419
'None',268.87,0.25,0,90,'Rain','light rain',4067
'None',265.95,0,0,90,'Clouds','overcast clouds',4840
'None',294.35,0,0,1,'Clear','sky is clear',4549
'None',292.56,0,0,1,'Clear','sky is clear',4347
'None',292.67,2.83,0,75,'Rain','moderate rain',2830
'None',284.23,0.25,0,92,'Drizzle','light intensity drizzle',6279
'None',258.71,0,0,75,'Haze','haze',1718
'None',293.22,0.51,0,90,'Drizzle','drizzle',6145
'None',294.23,2.61,0,75,'Thunderstorm','thunderstorm with rain',4175
'None',290.89,0,0,0,'Clear','Sky is Clear',433
'None',300.7,0,0,0,'Clear','Sky is Clear',4514
'None',288.29,0,0,20,'Mist','mist',3390
'None',294.16,0.81,0,92,'Mist','mist',3378
'None',284.6,1.02,0,92,'Rain','heavy intensity rain',4989
'None',291.12,1.96,0,44,'Thunderstorm','proximity thunderstorm',2943
'None',290.65,0.76,0,64,'Drizzle','drizzle',402
'None',270.42,0,0,90,'Clouds','overcast clouds',4367
'None',292.38,3.3,0,36,'Rain','moderate rain',539
'None',293.25,0.25,0,75,'Rain','light rain',5063
'None',260.39,0,0,0,'Clear','sky is clear',3655
'None',264.43,0,0,75,'Haze','haze',2578
'None',292.86,0.25,0,90,'Rain','light rain',4054
'None',292.44,0.44,0,90,'Drizzle','light intensity drizzle',304
'None',291.88,0,0,40,'Clouds','scattered clouds',1820
'None',294.46,2.54,0,90,'Thunderstorm','proximity thunderstorm',4930
'None',303.15,0,0,32,'Clouds','scattered clouds',3354
'None',297.1,11.23,0,75,'Rain','heavy intensity rain',24
'None',262.75,0,0,64,'Mist','mist',462
'None',283.95,0,0,90,'Rain','heavy intensity rain',5228
'None',280.45,0,0,40,'Clouds','scattered clouds',5418
'None',288.65,0,0,1,'Clear','sky is clear',2863
'None',295.15,0,0,40,'Mist','mist',2917
'None',296.57,0.25,0,90,'Thunderstorm','thunderstorm',2969
'None',284.14,0,0,40,'Rain','light rain',2776
'None',287.73,1.1,0,90,'Rain','moderate rain',1598
'None',289.37,1.2,0,75,'Drizzle','light intensity drizzle',398
'None',272.65,0,0,1,'Clear','sky is clear',6054
'None',289.6,4.04,0,90,'Thunderstorm','proximity thunderstorm with rain',1047
'None',275.52,0,0,90,'Rain','moderate rain',1367
'None',292.85,1.52,0,88,'Rain','moderate rain',3882
'None',284.95,0.47,0,68,'Rain','moderate rain',2404
'None',264.14,0.38,0,64,'Snow','light snow',424
'None',274.28,0,0,20,'Clouds','few clouds',4516
'None',249.35,0,0,1,'Clear','sky is clear',335
'None',274.98,0.25,0,64,'Rain','light rain',1972
'None',289.15,0,0,75,'Clouds','broken clouds',6011
'None',285.81,0,0,90,'Rain','light rain',1381
'None',277.36,0.51,0,90,'Drizzle','drizzle',597
'None',271.76,0,0,1,'Clear','sky is clear',3421
'None',290.98,0,0,1,'Fog','fog',1422
'None',299.01,3.81,0,0,'Thunderstorm','proximity thunderstorm',5697
'None',287.13,0.38,0,92,'Rain','light rain',5139
'None',287.97,0.25,0,75,'Rain','light rain',4871
'None',282.13,0,0,1,'Clear','sky is clear',6125
'None',291.39,0,0,90,'Thunderstorm','thunderstorm with light rain',741
'None',291.48,0.25,0,1,'Rain','light rain',590
'None',286.24,0.25,0,1,'Rain','light rain',670
'None',279.55,0,0,1,'Clear','sky is clear',3778
'None',285.4,0,0,90,'Clouds','overcast clouds',4711
'None',290.79,0,0,90,'Mist','mist',5878
'None',287.43,0,0,90,'Clouds','overcast clouds',3308
'None',294.22,0,0,1,'Clear','sky is clear',1690
'None',290.12,0.38,0,80,'Mist','mist',2956
'None',287.25,0.51,0,90,'Rain','light rain',5333
'None',284.18,0.25,0,90,'Rain','light rain',4888
'None',272.15,0,0,90,'Fog','fog',6036
'None',293.72,4.15,0,90,'Rain','heavy intensity rain',5340
'None',280.82,0.62,0,90,'Rain','light rain',5148
'None',284.36,1.04,0,92,'Mist','mist',4123
'None',293.86,1.02,0,5,'Mist','mist',3156
'None',284.32,1.98,0,90,'Rain','moderate rain',6215
'None',286.49,0.25,0,75,'Rain','light rain',3002
'None',272.95,0,0,90,'Clouds','overcast clouds',912
'None',278.22,1.52,0,90,'Mist','mist',4884
'None',271.39,0,0,90,'Mist','mist',4983
'None',294.21,0,0,40,'Clouds','scattered clouds',5235
'None',296.36,0.55,0,75,'Thunderstorm','proximity thunderstorm with drizzle',3793
'None',267.14,0.25,0,90,'Rain','light rain',4223
'None',293.02,0.3,0,90,'Mist','mist',4926
'None',276.29,0.51,0,1,'Rain','light rain',4497
'None',290.97,1.78,0,90,'Rain','moderate rain',1089
'None',275.34,0,0,90,'Snow','light snow',2915
'None',288.22,0,0,12,'Clouds','few clouds',444
'None',278.35,0.98,0,90,'Mist','mist',4736
'None',279.62,0,0,90,'Rain','light rain',4778
'None',294.24,0.38,0,75,'Rain','moderate rain',5280
'None',293.33,0,0,1,'Clear','sky is clear',4291
'None',289.81,0.3,0,40,'Rain','light rain',2897
'None',291.74,2.16,0,48,'Rain','moderate rain',961
'None',276.02,1.02,0,90,'Drizzle','light intensity drizzle',5536
'None',281.79,0,0,90,'Rain','moderate rain',1776
'None',291.51,0.25,0,48,'Rain','light rain',5085
'None',276.49,0,0,1,'Clear','sky is clear',269
'None',290.9,5.42,0,80,'Rain','heavy intensity rain',6172
'None',293.22,4.57,0,90,'Mist','mist',5205
'None',291.78,0.38,0,90,'Mist','mist',5687
'None',288.22,0.25,0,1,'Mist','mist',811
'None',284.06,0.76,0,90,'Drizzle','light intensity drizzle',4580
'None',264.7,0.25,0,90,'Mist','mist',4270
'None',286.51,0,0,75,'Clouds','broken clouds',4137
'None',300.61,0,0,90,'Clouds','overcast clouds',5764
'None',281.18,0,0,64,'Clouds','broken clouds',5186
'None',295.37,0.6,0,92,'Drizzle','light intensity drizzle',4426
'None',272.32,0.25,0,64,'Mist','mist',3449
'None',271.65,0,0,20,'Mist','mist',802
'None',293.18,1.78,0,24,'Rain','moderate rain',804
'None',291.89,0,0,64,'Clouds','broken clouds',2174
'None',294.28,0.25,0,90,'Rain','light rain',2863
'None',287.79,0,0,1,'Clear','sky is clear',422
'None',293.931,0,0,8,'Clear','sky is clear',3471
'None',287.39,0.25,0,90,'Mist','mist',265
'None',296.39,0.25,0,75,'Thunderstorm','proximity thunderstorm',780
'None',301.78,0,0,40,'Clouds','scattered clouds',3839
'None',292.34,0,0,5,'Haze','haze',5960
'None',288.54,2.41,0,90,'Rain','moderate rain',5642
'None',258.05,0.25,0,64,'Mist','mist',2663
'None',290.84,0.38,0,90,'Mist','mist',2793
'None',298.69,1.78,0,90,'Rain','moderate rain',4672
'None',290.78,3.75,0,90,'Thunderstorm','thunderstorm with heavy rain',4024
'None',261.04,0,0,1,'Clear','sky is clear',4438
'None',292.1,0,0,1,'Mist','mist',392
'None',293,1.02,0,75,'Drizzle','drizzle',558
'None',290.83,0.51,0,90,'Drizzle','light intensity drizzle',3941
'None',283.31,0.3,0,1,'Rain','light rain',342
'None',283.78,0.25,0,90,'Drizzle','light intensity drizzle',4510
'None',274.33,0.98,0.51,90,'Mist','mist',5167
'None',292.92,0.25,0,75,'Rain','light rain',3224
'None',272.07,0.51,0,90,'Rain','light rain',3148
'None',288.95,0.25,0,90,'Rain','light rain',912
'None',274.74,1.02,0,90,'Fog','fog',4674
'None',292.57,2.79,0,40,'Haze','haze',4968
'None',295.91,0,0,36,'Thunderstorm','proximity thunderstorm',3341
'None',269.15,0,0,1,'Clear','sky is clear',350
'None',282.11,0.25,0,90,'Fog','fog',1077
'None',273.21,0,0,90,'Rain','light rain',927
'None',291.01,0.76,0,90,'Mist','mist',875
'None',259.73,0,0,90,'Snow','light snow',850
'None',292.1,0.25,0,40,'Rain','light rain',4722
'None',283.99,0.25,0,40,'Rain','light rain',5612
'None',297.31,0,0,20,'Clouds','few clouds',3526
'None',289.37,0,0,1,'Clear','sky is clear',1192
'None',302.61,0,0,40,'Clouds','scattered clouds',5268
'None',286.65,0,0,1,'Mist','mist',395
'None',286.37,0.79,0,90,'Rain','light rain',5020
'None',286.69,0,0,90,'Rain','light rain',542
'None',293.69,0,0,1,'Thunderstorm','proximity thunderstorm',357
'None',281.14,0.64,0,64,'Mist','mist',4537
'None',287.68,0,0,20,'Clouds','few clouds',3659
'None',276,0,0,90,'Drizzle','heavy intensity drizzle',6293
'None',288.62,0.25,0,90,'Haze','haze',4979
'None',277.18,2.21,0,75,'Rain','moderate rain',6023
'None',270.01,0.25,0,75,'Rain','light rain',3001
'Thanksgiving Day',277.22,0,0,90,'Haze','haze',833
'None',296.57,0.3,0,90,'Thunderstorm','thunderstorm',1936
'None',272.67,0,0,90,'Clouds','overcast clouds',3761
'None',290.94,0.38,0,75,'Rain','moderate rain',4307
'None',285.93,1.66,0,90,'Drizzle','light intensity drizzle',4991
'None',262.42,0,0,90,'Mist','mist',2494
'None',266.49,0,0,1,'Haze','haze',3441
'None',259.97,1.02,0,64,'Rain','moderate rain',1375
'None',295.12,0,0,40,'Mist','mist',260
'None',271.63,0,0,90,'Haze','haze',6008
'None',276.66,1.61,0,90,'Rain','moderate rain',1485
'None',291.89,2.54,0,76,'Rain','heavy intensity rain',635
'None',289.88,1.35,0,90,'Mist','mist',905
'None',284.82,1.33,0,90,'Drizzle','drizzle',2527
'None',289.76,2.85,0,90,'Mist','mist',5327
'None',292.73,3.91,0,44,'Rain','moderate rain',3668
'None',277.55,0,0,90,'Drizzle','light intensity drizzle',6691
'None',291.72,1.02,0,92,'Rain','moderate rain',3052
'None',269.28,0,0,1,'Clear','sky is clear',2460
'None',291.2,7.11,0,90,'Drizzle','light intensity drizzle',2740
'None',286.77,2.03,0,92,'Thunderstorm','proximity thunderstorm',5339
'None',281.32,0.25,0,64,'Drizzle','heavy intensity drizzle',4402
'None',288.62,0.25,0,90,'Mist','mist',4979
'None',297.44,0,0,1,'Clear','sky is clear',2966
'None',274.22,0,0,90,'Mist','mist',3530
'None',274.07,1.02,0,64,'Drizzle','light intensity drizzle',3611
'None',273.96,0.3,0,90,'Drizzle','light intensity drizzle',3606
'None',275.63,0.25,0,64,'Haze','haze',5252
'None',273.27,0.58,0,20,'Rain','light rain',5146
'None',289.62,0,0,90,'Rain','light rain',270
'None',292.84,1.78,0,90,'Mist','mist',1752
'None',290.71,0.3,0,90,'Thunderstorm','proximity thunderstorm',330
'None',285.91,0.3,0,90,'Rain','light rain',749
'None',274.88,0,0,1,'Clear','sky is clear',851
'None',270.47,0,0,64,'Mist','mist',1103
'None',271.96,0.51,0,1,'Rain','light rain',1319
'None',294.04,0.25,0,75,'Rain','moderate rain',5200
'None',286.81,0.47,0,92,'Rain','light rain',4245
'None',297.81,1.78,0,40,'Rain','moderate rain',3914
'None',301.62,0,0,1,'Clear','sky is clear',5750
'None',292.92,1.78,0,24,'Rain','moderate rain',656
'None',293.96,0.76,0,24,'Rain','light rain',1169
'None',274.59,0,0,64,'Clouds','broken clouds',4244
'None',259.6,0,0,1,'Clear','sky is clear',306
'None',300.9,1.2,0,20,'Rain','moderate rain',2619
'None',287.12,0.25,0,48,'Rain','light rain',2910
'None',279.08,0,0,1,'Clear','sky is clear',310
'None',258.34,0,0,5,'Clear','sky is clear',2169
'None',275.11,0.34,0,90,'Rain','light rain',4410
'None',280.7,0.44,0,90,'Rain','light rain',4177
'None',285.67,0.29,0,92,'Rain','light rain',5050
'None',285,0.6,0,1,'Rain','light rain',331
'None',294.53,0.25,0,75,'Mist','mist',3476
'None',290.59,0.51,0,90,'Rain','moderate rain',657
'None',303.18,0,0,12,'Rain','light rain',6029
'None',260.61,0,0,1,'Clear','sky is clear',3832
'None',293.43,0.25,0,90,'Mist','mist',5926
'None',290.21,5.42,0,92,'Rain','heavy intensity rain',1329
'None',292.72,8.86,0,8,'Rain','heavy intensity rain',2736
'None',270.15,0,0,90,'Clouds','overcast clouds',4210
'None',285.4,0.25,0,92,'Mist','mist',2749
'None',293.66,1.02,0,90,'Rain','moderate rain',387
'None',293.62,2.26,0,90,'Mist','mist',1351
'None',293.99,0.28,0,1,'Rain','light rain',5761
'None',281.04,0,0,90,'Drizzle','drizzle',834
'None',284.27,0.25,0,75,'Haze','haze',6108
'None',290.01,2.29,0,90,'Mist','mist',1392
'None',288.29,5.12,0,90,'Rain','heavy intensity rain',858
'None',274.22,0,0,90,'Mist','mist',5159
'None',276.52,0,0,75,'Clouds','broken clouds',2790
'None',292.61,0.53,0,90,'Rain','moderate rain',4746
'Labor Day',293.17,1.52,0,90,'Thunderstorm','proximity thunderstorm',1064
'None',294.12,0.25,0,75,'Rain','heavy intensity rain',4173
'None',293.91,10.54,0,88,'Rain','heavy intensity rain',5225
'None',285.89,0,0,1,'Clear','sky is clear',3534
'None',281.41,0,0,90,'Mist','mist',4576
'None',297.82,0,0,5,'Clear','sky is clear',2727
'None',282.96,0,0,1,'Clear','sky is clear',3100
'New Years Day',265.94,0,0,90,'Snow','light snow',1513
'None',253,0,0,5,'Clear','sky is clear',4290
'None',266.37,0,0,90,'Snow','heavy snow',387
'None',288.2,0.52,0,75,'Rain','light rain',904
'None',291.59,0.25,0,75,'Rain','light rain',325
'None',299.01,0,0,75,'Clouds','broken clouds',4552
'None',290.73,1.78,0,1,'Mist','mist',1375
'None',271.22,0,0,1,'Clear','sky is clear',3561
'Washingtons Birthday',267.44,0,0,90,'Clouds','overcast clouds',583
'None',282.42,0,0,90,'Clouds','overcast clouds',2293
'None',276.12,0.35,0,64,'Rain','light rain',3867
'None',291.46,0.85,0,90,'Drizzle','drizzle',386
'None',294.18,0.42,0,76,'Rain','light rain',6517
'None',288.29,5.12,0,90,'Thunderstorm','thunderstorm with light drizzle',858
'None',277.85,0.4,0,40,'Rain','light rain',5066
'None',294.74,0.25,0,1,'Rain','light rain',1273
'None',287.01,0.38,0,24,'Mist','mist',3143
'None',277.94,1.4,0,92,'Mist','mist',2934
'None',271.15,0,0,90,'Mist','mist',694
'None',283.29,0,0,1,'Mist','mist',2679
'None',299.17,0,0,1,'Clear','sky is clear',5602
'None',273.94,0,0,75,'Clouds','broken clouds',2048
'None',258.22,0,0,1,'Clear','sky is clear',1450
'None',273.82,0,0,75,'Rain','light rain',521
'None',289.02,0,0,90,'Rain','light rain',3773
'None',295.76,0.25,0,90,'Rain','light rain',3901
'None',270.8,0,0,90,'Mist','mist',1246
'None',274,0.64,0,64,'Rain','light rain',4895
'None',296.65,0.25,0,90,'Rain','light rain',4411
'None',272.87,0.25,0,90,'Rain','light rain',1925
'None',295.69,0,0,75,'Clouds','broken clouds',3266
'None',290.84,4.79,0,90,'Thunderstorm','proximity thunderstorm',5257
'None',276.15,0,0,1,'Drizzle','light intensity drizzle',538
'None',296.73,1.02,0,75,'Thunderstorm','proximity thunderstorm',4211
'None',296.58,0.25,0,0,'Rain','light rain',3342
'None',275.54,0,0,90,'Clouds','overcast clouds',5994
'None',269.82,0,0,40,'Clouds','scattered clouds',5597
'None',271.51,0,0,90,'Mist','mist',289
'None',281.43,0,0,1,'Clear','sky is clear',1265
'None',279.35,0,0,91,'Rain','light rain',4606
'None',258.38,0.51,0,64,'Mist','mist',3567
'None',287.59,0,0,1,'Clear','sky is clear',677
'None',274.99,0.25,0,90,'Rain','light rain',5269
'None',274.56,0,0,90,'Haze','haze',5085
'None',272.51,0,0,90,'Rain','light rain',4993
'None',290.44,0,0,1,'Clear','sky is clear',6027
'None',298.4,0,0,40,'Clouds','scattered clouds',4772
'None',286.92,0.89,0,90,'Drizzle','drizzle',2901
'None',273.46,0,0,75,'Clouds','broken clouds',4149
'None',270.29,0,0,1,'Clear','sky is clear',665
'None',283.96,0,0,40,'Clouds','scattered clouds',6000
'None',274.94,0,0,40,'Clouds','scattered clouds',486
'None',271.63,2.03,0,90,'Rain','moderate rain',1100
'None',292.56,2.54,0,1,'Drizzle','drizzle',356
'None',292.82,19.9,0,20,'Thunderstorm','thunderstorm with heavy rain',542
'None',302.7,0.25,0,0,'Rain','light rain',6134
'None',262.11,0,0,40,'Snow','heavy snow',4880
'None',263.96,0,0,1,'Clear','sky is clear',310
'None',292.67,0.51,0,90,'Mist','mist',2950
'None',294.02,0.63,0,1,'Rain','moderate rain',6379
'None',298.08,0,0,1,'Clear','sky is clear',455
'None',284.48,1.24,0,90,'Mist','mist',5653
'None',267.06,0,0.51,90,'Mist','mist',888
'None',290.08,0,0,1,'Clear','sky is clear',5101
'None',273.28,0,0.17,90,'Snow','light snow',359
'None',299.81,0.79,0,40,'Rain','light rain',6429
'None',287.84,0.8,0,90,'Mist','mist',5417
'None',283.07,0,0,1,'Clear','sky is clear',799
'None',271.01,0,0,90,'Clouds','overcast clouds',5599
'None',277.98,0.53,0,44,'Rain','moderate rain',396
'None',283.216,0,0,20,'Clouds','few clouds',4980
'None',289.44,0,0,40,'Clouds','scattered clouds',358
'None',274.95,0,0,90,'Clouds','overcast clouds',4877
'None',295.7,0,0,0,'Clear','Sky is Clear',5686
'None',289.5,0.25,0,90,'Mist','mist',4469
'None',290.79,10.92,0,90,'Thunderstorm','proximity thunderstorm',356
'None',279.08,0.76,0,90,'Rain','light rain',754
'None',290.96,1.78,0,90,'Rain','moderate rain',500
'None',255.43,0,0,75,'Clouds','broken clouds',4172
'None',271.75,0,0,20,'Clouds','few clouds',5811
'None',301.8,0,0,12,'Clouds','few clouds',4461
'None',279.52,0,0,20,'Clouds','few clouds',2929
'None',294.04,1.4,0,90,'Thunderstorm','thunderstorm',378
'None',294.595,0,0,36,'Rain','light rain',4088
'None',291.62,1.02,0,90,'Rain','light intensity shower rain',4507
'None',275.55,0.25,0,90,'Rain','light rain',6172
'None',267.77,0,0,1,'Clear','sky is clear',802
'None',274.94,0.25,0,20,'Rain','light rain',6227
'None',286.03,0.25,0,1,'Mist','mist',388
'None',290.1,1.52,0,90,'Mist','mist',3161
'None',291.52,1.49,0,90,'Thunderstorm','proximity thunderstorm',816
'None',292.58,3.12,0,90,'Rain','moderate rain',245
